MemberID,Sex,YearJoined,year,Status,Age,fitness,racquets,dock,city_dining,island_dining,bar_spending,other_spending
3412,M,2014,2017,ACTIVE,57,N,N,N,0,399,456,398
3412,M,2014,2020,ACTIVE,60,Y,N,NA,NA,NA,NA,NA
2432,M,2002,2017,ACTIVE,40,Y,N,N,382,136,479,518
2432,M,2002,2020,ACTIVE,43,Y,N,NA,NA,NA,NA,NA
3848,F,1979,2017,ACTIVE,56,N,Y,N,202,44,104,246
3848,F,1979,2020,ACTIVE,59,N,N,NA,NA,NA,NA,NA
44,F,2008,2017,ACTIVE,28,N,N,N,117,0,220,117
44,F,2008,2020,ACTIVE,31,N,N,NA,NA,NA,NA,NA
3476,M,1973,2017,ACTIVE,63,Y,N,Y,373,763,692,1137
3476,M,1973,2020,ACTIVE,66,Y,N,NA,NA,NA,NA,NA
2727,F,1997,2017,ACTIVE,41,Y,N,N,823,0,0,823
2727,F,1997,2020,ACTIVE,44,Y,N,NA,NA,NA,NA,NA
1436,M,1998,2017,ACTIVE,43,Y,Y,N,164,727,444,809
1436,M,1998,2020,ACTIVE,46,Y,Y,NA,NA,NA,NA,NA
4238,M,1989,2017,ACTIVE,65,N,Y,Y,145,195,1770,340
4238,M,1989,2020,ACTIVE,68,N,N,NA,NA,NA,NA,NA
1738,F,1988,2017,ACTIVE,48,Y,N,Y,258,302,218,560
1738,F,1988,2020,ACTIVE,51,N,N,NA,NA,NA,NA,NA
279,F,1984,2017,ACTIVE,61,Y,N,N,1061,0,466,1061
279,F,1984,2020,ACTIVE,64,Y,N,NA,NA,NA,NA,NA
3562,M,2010,2017,ACTIVE,33,Y,Y,N,53,22,1252,75
3562,M,2010,2020,ACTIVE,36,N,N,NA,NA,NA,NA,NA
3309,M,2019,2017,ACTIVE,48,N,N,N,64,120,297,185
3309,M,2019,2020,ACTIVE,51,N,N,NA,NA,NA,NA,NA
344,M,2010,2017,ACTIVE,50,Y,N,N,946,116,987,1062
344,M,2010,2020,ACTIVE,53,N,N,NA,NA,NA,NA,NA
2067,F,2008,2017,ACTIVE,37,N,N,N,155,400,554,556
2067,F,2008,2020,ACTIVE,40,N,N,NA,NA,NA,NA,NA
855,F,1965,2017,ACTIVE,84,Y,N,Y,281,123,173,404
855,F,1965,2020,ACTIVE,87,Y,N,NA,NA,NA,NA,NA
956,M,1969,2017,ACTIVE,79,N,N,Y,319,1151,437,1471
956,M,1969,2020,ACTIVE,82,N,N,NA,NA,NA,NA,NA
3584,M,2018,2017,ACTIVE,52,N,N,N,97,324,0,420
3584,M,2018,2020,ACTIVE,55,N,N,NA,NA,NA,NA,NA
3471,F,1997,2017,ACTIVE,64,Y,N,Y,0,1026,354,1026
3471,F,1997,2020,ACTIVE,67,Y,N,NA,NA,NA,NA,NA
4093,M,1992,2017,ACTIVE,42,N,Y,Y,1920,481,79,2402
4093,M,1992,2020,ACTIVE,45,N,Y,NA,NA,NA,NA,NA
52,M,2003,2017,ACTIVE,56,Y,N,N,85,356,29,441
52,M,2003,2020,ACTIVE,59,Y,N,NA,NA,NA,NA,NA
2946,M,1992,2017,ACTIVE,39,Y,Y,N,814,217,105,1033
2946,M,1992,2020,ACTIVE,42,Y,Y,NA,NA,NA,NA,NA
2065,F,1974,2017,ACTIVE,77,N,N,N,148,75,0,223
2065,F,1974,2020,ACTIVE,80,N,N,NA,NA,NA,NA,NA
1695,M,1971,2017,ACTIVE,61,N,N,Y,0,817,99,817
1695,M,1971,2020,ACTIVE,64,N,N,NA,NA,NA,NA,NA
3740,M,2017,2017,ACTIVE,74,N,N,N,99,215,349,313
3740,M,2017,2020,ACTIVE,77,N,N,NA,NA,NA,NA,NA
3358,M,2004,2017,ACTIVE,41,N,N,N,1767,496,677,2262
3358,M,2004,2020,ACTIVE,44,N,N,NA,NA,NA,NA,NA
3271,M,2010,2017,ACTIVE,60,N,N,Y,0,270,310,271
3271,M,2010,2020,ACTIVE,63,N,N,NA,NA,NA,NA,NA
3281,M,1997,2017,ACTIVE,55,Y,N,Y,475,1377,2005,1853
3281,M,1997,2020,ACTIVE,58,Y,N,NA,NA,NA,NA,NA
3595,F,1972,2017,ACTIVE,64,N,N,N,181,0,87,182
3595,F,1972,2020,ACTIVE,67,N,N,NA,NA,NA,NA,NA
2801,M,1996,2017,ACTIVE,69,N,N,Y,7,153,307,159
2801,M,1996,2020,ACTIVE,72,N,N,NA,NA,NA,NA,NA
4114,M,2004,2017,ACTIVE,68,N,N,Y,0,278,0,277
4114,M,2004,2020,ACTIVE,71,N,N,NA,NA,NA,NA,NA
1914,M,1994,2017,ACTIVE,59,N,N,Y,310,715,1676,1025
1914,M,1994,2020,ACTIVE,62,N,N,NA,NA,NA,NA,NA
2387,F,1993,2017,ACTIVE,61,N,N,N,0,199,444,199
2387,F,1993,2020,ACTIVE,64,N,N,NA,NA,NA,NA,NA
24,M,1977,2017,ACTIVE,58,N,N,Y,56,790,339,845
24,M,1977,2020,ACTIVE,61,N,N,NA,NA,NA,NA,NA
3201,F,1984,2017,ACTIVE,45,Y,Y,N,568,629,804,1196
3201,F,1984,2020,ACTIVE,48,Y,Y,NA,NA,NA,NA,NA
48,M,1980,2017,ACTIVE,74,N,N,N,0,0,9,0
48,M,1980,2020,ACTIVE,77,Y,N,NA,NA,NA,NA,NA
877,M,1981,2017,ACTIVE,48,N,Y,N,462,233,296,696
877,M,1981,2020,ACTIVE,51,N,Y,NA,NA,NA,NA,NA
2894,M,1975,2017,ACTIVE,57,N,N,N,170,455,912,625
2894,M,1975,2020,ACTIVE,60,Y,N,NA,NA,NA,NA,NA
1669,M,2000,2017,HOLDOVER,52,N,N,N,NA,NA,NA,NA
1669,M,2000,2020,ACTIVE,55,N,N,NA,NA,NA,NA,NA
3129,M,1974,2017,ACTIVE,59,N,N,Y,117,942,250,1058
3129,M,1974,2020,ACTIVE,62,N,N,NA,NA,NA,NA,NA
879,M,2017,2017,ACTIVE,42,N,N,N,0,739,28,706
879,M,2017,2020,ACTIVE,45,Y,N,NA,NA,NA,NA,NA
4011,M,2002,2017,ACTIVE,58,N,N,Y,3,24,45,26
4011,M,2002,2020,ACTIVE,61,N,N,NA,NA,NA,NA,NA
758,F,1997,2017,ACTIVE,51,N,N,N,9,392,298,400
758,F,1997,2020,ACTIVE,54,N,N,NA,NA,NA,NA,NA
143,M,1988,2017,ACTIVE,76,N,N,N,23,0,0,23
143,M,1988,2020,ACTIVE,79,N,N,NA,NA,NA,NA,NA
2836,F,2015,2017,ACTIVE,33,Y,Y,N,109,513,226,622
2836,F,2015,2020,ACTIVE,36,Y,Y,NA,NA,NA,NA,NA
1347,F,1983,2017,ACTIVE,50,N,N,Y,668,471,252,1141
1347,F,1983,2020,ACTIVE,53,N,N,NA,NA,NA,NA,NA
3886,M,1979,2017,ACTIVE,78,Y,N,N,418,6,0,424
3886,M,1979,2020,ACTIVE,81,N,N,NA,NA,NA,NA,NA
1760,M,2003,2017,ACTIVE,52,Y,Y,Y,522,459,428,981
1760,M,2003,2020,ACTIVE,55,Y,Y,NA,NA,NA,NA,NA
1927,M,1967,2017,ACTIVE,65,Y,Y,Y,40,876,936,916
1927,M,1967,2020,ACTIVE,68,Y,Y,NA,NA,NA,NA,NA
873,M,1978,2017,ACTIVE,78,N,N,Y,55,1159,532,1213
873,M,1978,2020,ACTIVE,81,N,N,NA,NA,NA,NA,NA
693,F,1990,2017,HOLDOVER,51,N,N,N,NA,NA,NA,NA
693,F,1990,2020,ACTIVE,54,N,N,NA,NA,NA,NA,NA
544,F,1983,2017,ACTIVE,57,N,N,N,6,0,0,7
544,F,1983,2020,ACTIVE,60,N,N,NA,NA,NA,NA,NA
2888,M,2005,2017,ACTIVE,60,Y,N,Y,69,1963,383,2031
2888,M,2005,2020,ACTIVE,63,N,N,NA,NA,NA,NA,NA
1060,M,1968,2017,ACTIVE,83,Y,Y,N,890,0,112,891
1060,M,1968,2020,ACTIVE,86,Y,N,NA,NA,NA,NA,NA
2924,M,2012,2017,ACTIVE,31,N,Y,N,29,202,695,231
2924,M,2012,2020,ACTIVE,34,N,N,NA,NA,NA,NA,NA
3747,M,1996,2017,ACTIVE,48,Y,N,N,95,324,160,420
3747,M,1996,2020,ACTIVE,51,N,N,NA,NA,NA,NA,NA
2222,F,1988,2017,ACTIVE,77,N,N,N,0,0,91,0
2222,F,1988,2020,HOLDOVER,80,N,N,NA,NA,NA,NA,NA
3608,M,2011,2017,ACTIVE,25,N,N,N,76,384,76,460
3608,M,2011,2020,ACTIVE,28,N,N,NA,NA,NA,NA,NA
3511,M,1974,2017,ACTIVE,73,Y,N,N,2,0,35,1
3511,M,1974,2020,ACTIVE,76,N,N,NA,NA,NA,NA,NA
2494,M,1961,2017,ACTIVE,88,N,N,Y,141,371,525,512
2494,M,1961,2020,ACTIVE,91,N,N,NA,NA,NA,NA,NA
2626,F,1974,2017,ACTIVE,76,Y,N,N,52,940,1547,993
2626,F,1974,2020,ACTIVE,79,N,N,NA,NA,NA,NA,NA
2489,F,2015,2017,ACTIVE,64,N,N,N,0,562,59,563
2489,F,2015,2020,HOLDOVER,67,N,N,NA,NA,NA,NA,NA
3839,F,1985,2017,ACTIVE,73,N,N,N,0,27,31,27
3839,F,1985,2020,ACTIVE,76,N,N,NA,NA,NA,NA,NA
537,M,1973,2017,HOLDOVER,90,N,N,N,NA,NA,NA,NA
537,M,1973,2020,ACTIVE,93,N,N,NA,NA,NA,NA,NA
1213,F,2000,2017,ACTIVE,42,N,N,N,437,344,122,780
1213,F,2000,2020,ACTIVE,45,N,N,NA,NA,NA,NA,NA
3937,F,1976,2017,ACTIVE,55,N,N,Y,0,1802,63,1801
3937,F,1976,2020,ACTIVE,58,N,N,NA,NA,NA,NA,NA
1136,M,2000,2017,ACTIVE,33,N,N,N,80,149,206,230
1136,M,2000,2020,HOLDOVER,36,N,N,NA,NA,NA,NA,NA
3035,M,2002,2017,ACTIVE,25,Y,N,N,1401,11,378,1411
3035,M,2002,2020,ACTIVE,28,Y,N,NA,NA,NA,NA,NA
1990,M,1974,2017,ACTIVE,72,Y,Y,N,134,0,0,135
1990,M,1974,2020,ACTIVE,75,Y,N,NA,NA,NA,NA,NA
1400,F,2008,2017,ACTIVE,29,N,N,N,30,7,441,38
1400,F,2008,2020,ACTIVE,32,N,N,NA,NA,NA,NA,NA
4291,M,2014,2017,ACTIVE,48,N,N,Y,1974,4180,1162,6154
4291,M,2014,2020,ACTIVE,51,N,N,NA,NA,NA,NA,NA
1881,M,1972,2017,ACTIVE,60,N,Y,N,8,433,208,440
1881,M,1972,2020,ACTIVE,63,N,Y,NA,NA,NA,NA,NA
1017,M,2000,2017,ACTIVE,47,N,Y,N,2074,921,945,2995
1017,M,2000,2020,ACTIVE,50,Y,Y,NA,NA,NA,NA,NA
4206,M,1973,2017,ACTIVE,57,N,N,Y,169,931,1687,1100
4206,M,1973,2020,ACTIVE,60,Y,N,NA,NA,NA,NA,NA
1256,M,2011,2017,ACTIVE,26,N,N,N,57,23,691,80
1256,M,2011,2020,ACTIVE,29,Y,N,NA,NA,NA,NA,NA
1023,M,2006,2017,ACTIVE,34,N,Y,N,567,262,629,830
1023,M,2006,2020,ACTIVE,37,Y,N,NA,NA,NA,NA,NA
1603,F,2016,2017,ACTIVE,54,Y,N,N,146,387,336,531
1603,F,2016,2020,ACTIVE,57,N,N,NA,NA,NA,NA,NA
2592,M,2010,2017,ACTIVE,50,Y,N,N,1421,1310,1848,2730
2592,M,2010,2020,ACTIVE,53,N,N,NA,NA,NA,NA,NA
2685,F,1995,2017,ACTIVE,42,N,N,N,192,475,167,668
2685,F,1995,2020,ACTIVE,45,N,N,NA,NA,NA,NA,NA
1143,M,1991,2017,ACTIVE,41,Y,Y,N,367,423,114,773
1143,M,1991,2020,ACTIVE,44,Y,Y,NA,NA,NA,NA,NA
1547,F,1993,2017,ACTIVE,68,N,N,N,0,520,81,519
1547,F,1993,2020,ACTIVE,71,N,N,NA,NA,NA,NA,NA
2129,M,1993,2017,ACTIVE,60,N,N,N,9,746,1295,755
2129,M,1993,2020,ACTIVE,63,N,N,NA,NA,NA,NA,NA
456,M,1974,2017,ACTIVE,71,N,N,Y,15,374,159,389
456,M,1974,2020,ACTIVE,74,N,N,NA,NA,NA,NA,NA
2492,F,2000,2017,ACTIVE,36,Y,N,N,203,111,0,314
2492,F,2000,2020,ACTIVE,39,N,N,NA,NA,NA,NA,NA
2614,M,2015,2017,ACTIVE,67,N,N,Y,87,147,1057,235
2614,M,2015,2020,ACTIVE,70,N,N,NA,NA,NA,NA,NA
1665,M,2007,2017,ACTIVE,64,N,N,N,0,53,79,53
1665,M,2007,2020,ACTIVE,67,N,N,NA,NA,NA,NA,NA
988,M,2009,2017,ACTIVE,66,Y,N,Y,31,1452,370,1483
988,M,2009,2020,ACTIVE,69,Y,N,NA,NA,NA,NA,NA
839,M,1975,2017,ACTIVE,52,N,N,Y,41,246,252,286
839,M,1975,2020,ACTIVE,55,N,N,NA,NA,NA,NA,NA
3950,M,1998,2017,ACTIVE,61,Y,N,N,714,0,0,714
3950,M,1998,2020,ACTIVE,64,Y,N,NA,NA,NA,NA,NA
2210,M,1999,2017,ACTIVE,51,N,Y,N,31,752,18,784
2210,M,1999,2020,ACTIVE,54,N,N,NA,NA,NA,NA,NA
88,F,1987,2017,ACTIVE,91,Y,N,N,115,8,562,122
88,F,1987,2020,ACTIVE,94,N,N,NA,NA,NA,NA,NA
3045,M,1973,2017,ACTIVE,79,Y,N,N,204,193,105,397
3045,M,1973,2020,ACTIVE,82,Y,N,NA,NA,NA,NA,NA
16,F,2004,2017,ACTIVE,40,N,N,N,387,746,0,1133
16,F,2004,2020,ACTIVE,43,N,N,NA,NA,NA,NA,NA
2512,M,2018,2017,ACTIVE,76,N,N,N,0,970,0,971
2512,M,2018,2020,ACTIVE,79,N,N,NA,NA,NA,NA,NA
3178,M,1991,2017,ACTIVE,41,N,N,N,434,17,10,450
3178,M,1991,2020,ACTIVE,44,Y,N,NA,NA,NA,NA,NA
1886,M,1961,2017,ACTIVE,72,N,Y,Y,0,1091,455,1091
1886,M,1961,2020,ACTIVE,75,N,N,NA,NA,NA,NA,NA
3283,M,2008,2017,HOLDOVER,24,N,N,N,NA,NA,NA,NA
3283,M,2008,2020,ACTIVE,27,N,N,NA,NA,NA,NA,NA
1316,F,2020,2017,ACTIVE,60,N,N,N,91,453,613,545
1316,F,2020,2020,HOLDOVER,63,N,N,NA,NA,NA,NA,NA
3172,M,2017,2017,ACTIVE,37,Y,N,N,26,601,675,628
3172,M,2017,2020,ACTIVE,40,Y,N,NA,NA,NA,NA,NA
331,M,1985,2017,ACTIVE,57,N,N,Y,28,307,303,335
331,M,1985,2020,ACTIVE,60,N,N,NA,NA,NA,NA,NA
3247,M,2012,2017,ACTIVE,50,N,N,Y,46,692,284,739
3247,M,2012,2020,ACTIVE,53,N,Y,NA,NA,NA,NA,NA
1531,M,1977,2017,ACTIVE,61,N,Y,N,724,3,69,726
1531,M,1977,2020,ACTIVE,64,Y,N,NA,NA,NA,NA,NA
4207,M,2006,2017,ACTIVE,58,N,N,Y,26,262,249,287
4207,M,2006,2020,ACTIVE,61,N,N,NA,NA,NA,NA,NA
1811,M,1971,2017,ACTIVE,73,Y,N,N,7,193,1041,199
1811,M,1971,2020,ACTIVE,76,Y,N,NA,NA,NA,NA,NA
793,M,1978,2017,ACTIVE,68,N,N,N,227,840,144,1068
793,M,1978,2020,ACTIVE,71,N,N,NA,NA,NA,NA,NA
1258,M,2009,2017,ACTIVE,56,N,N,N,158,1022,850,1179
1258,M,2009,2020,ACTIVE,59,N,N,NA,NA,NA,NA,NA
3501,M,2016,2017,ACTIVE,74,N,N,Y,349,1443,1366,1792
3501,M,2016,2020,ACTIVE,77,N,N,NA,NA,NA,NA,NA
3947,F,1990,2017,ACTIVE,39,N,Y,N,303,155,94,458
3947,F,1990,2020,ACTIVE,42,N,Y,NA,NA,NA,NA,NA
2977,M,1981,2017,ACTIVE,76,N,Y,N,9,475,416,483
2977,M,1981,2020,ACTIVE,79,N,Y,NA,NA,NA,NA,NA
3236,M,1967,2017,ACTIVE,62,N,N,Y,124,1673,686,1784
3236,M,1967,2020,ACTIVE,65,N,N,NA,NA,NA,NA,NA
2175,M,2010,2017,ACTIVE,35,N,N,N,266,321,94,588
2175,M,2010,2020,ACTIVE,38,N,N,NA,NA,NA,NA,NA
487,M,1997,2017,ACTIVE,57,N,N,N,0,0,13,0
487,M,1997,2020,ACTIVE,60,Y,N,NA,NA,NA,NA,NA
2670,M,1978,2017,ACTIVE,61,Y,N,Y,490,238,40,727
2670,M,1978,2020,ACTIVE,64,Y,N,NA,NA,NA,NA,NA
2041,M,2011,2017,ACTIVE,28,Y,N,N,83,336,190,419
2041,M,2011,2020,ACTIVE,31,Y,N,NA,NA,NA,NA,NA
3381,M,1994,2017,ACTIVE,46,Y,Y,Y,352,550,254,903
3381,M,1994,2020,ACTIVE,49,Y,Y,NA,NA,NA,NA,NA
3949,F,1997,2017,ACTIVE,46,Y,N,Y,742,459,525,1200
3949,F,1997,2020,ACTIVE,49,N,N,NA,NA,NA,NA,NA
4239,M,1983,2017,ACTIVE,76,Y,N,N,29,1055,84,1070
4239,M,1983,2020,ACTIVE,79,Y,N,NA,NA,NA,NA,NA
207,M,2006,2017,ACTIVE,28,N,Y,N,266,228,2,494
207,M,2006,2020,ACTIVE,31,Y,N,NA,NA,NA,NA,NA
1271,F,1999,2017,ACTIVE,54,Y,N,N,63,0,576,63
1271,F,1999,2020,ACTIVE,57,Y,N,NA,NA,NA,NA,NA
413,F,2002,2017,ACTIVE,42,Y,N,N,1684,43,250,1728
413,F,2002,2020,ACTIVE,45,Y,N,NA,NA,NA,NA,NA
1099,M,2011,2017,ACTIVE,47,N,N,N,0,91,44,90
1099,M,2011,2020,ACTIVE,50,N,N,NA,NA,NA,NA,NA
1782,F,1971,2017,ACTIVE,91,N,N,N,296,167,211,464
1782,F,1971,2020,ACTIVE,94,N,N,NA,NA,NA,NA,NA
3352,M,1997,2017,ACTIVE,50,Y,N,N,366,276,44,642
3352,M,1997,2020,ACTIVE,53,N,N,NA,NA,NA,NA,NA
4084,F,2001,2017,ACTIVE,30,Y,N,N,1574,192,769,1766
4084,F,2001,2020,ACTIVE,33,Y,N,NA,NA,NA,NA,NA
2103,M,1971,2017,ACTIVE,73,N,N,N,0,289,138,289
2103,M,1971,2020,ACTIVE,76,N,N,NA,NA,NA,NA,NA
2723,M,1965,2017,ACTIVE,77,N,N,N,0,214,0,214
2723,M,1965,2020,ACTIVE,80,N,N,NA,NA,NA,NA,NA
4233,M,1985,2017,ACTIVE,76,N,N,N,0,0,166,0
4233,M,1985,2020,ACTIVE,79,N,N,NA,NA,NA,NA,NA
3924,F,2000,2017,ACTIVE,50,N,N,N,334,0,0,334
3924,F,2000,2020,ACTIVE,53,N,N,NA,NA,NA,NA,NA
134,F,1983,2017,ACTIVE,56,Y,N,N,316,543,412,859
134,F,1983,2020,ACTIVE,59,Y,N,NA,NA,NA,NA,NA
2804,M,2015,2017,ACTIVE,26,N,N,N,152,315,273,467
2804,M,2015,2020,ACTIVE,29,Y,N,NA,NA,NA,NA,NA
409,F,2011,2017,ACTIVE,22,Y,N,N,3,87,318,90
409,F,2011,2020,ACTIVE,25,N,N,NA,NA,NA,NA,NA
1851,F,2001,2017,ACTIVE,54,Y,N,Y,854,653,0,1508
1851,F,2001,2020,ACTIVE,57,N,N,NA,NA,NA,NA,NA
588,F,2000,2017,ACTIVE,36,Y,Y,N,1718,362,164,2079
588,F,2000,2020,ACTIVE,39,Y,Y,NA,NA,NA,NA,NA
3289,F,1994,2017,ACTIVE,42,Y,N,N,783,448,56,1232
3289,F,1994,2020,HOLDOVER,45,N,N,NA,NA,NA,NA,NA
3970,M,1994,2017,HOLDOVER,67,N,N,N,NA,NA,NA,NA
3970,M,1994,2020,ACTIVE,70,N,N,NA,NA,NA,NA,NA
577,M,2014,2017,ACTIVE,50,Y,N,N,803,0,10,802
577,M,2014,2020,ACTIVE,53,Y,N,NA,NA,NA,NA,NA
2994,M,2008,2017,ACTIVE,73,N,N,Y,512,249,243,759
2994,M,2008,2020,ACTIVE,76,N,N,NA,NA,NA,NA,NA
3570,F,2014,2017,ACTIVE,31,N,Y,N,55,95,307,151
3570,F,2014,2020,ACTIVE,34,N,Y,NA,NA,NA,NA,NA
2310,M,2006,2017,ACTIVE,51,N,N,N,129,191,0,320
2310,M,2006,2020,ACTIVE,54,N,N,NA,NA,NA,NA,NA
3243,M,1977,2017,ACTIVE,74,Y,N,N,650,203,0,852
3243,M,1977,2020,ACTIVE,77,Y,N,NA,NA,NA,NA,NA
242,F,1996,2017,ACTIVE,54,Y,N,N,53,485,807,538
242,F,1996,2020,ACTIVE,57,Y,N,NA,NA,NA,NA,NA
3111,F,2001,2017,ACTIVE,60,N,N,Y,38,765,312,790
3111,F,2001,2020,ACTIVE,63,N,N,NA,NA,NA,NA,NA
277,F,1984,2017,ACTIVE,55,N,N,N,67,1065,2500,1132
277,F,1984,2020,ACTIVE,58,Y,Y,NA,NA,NA,NA,NA
2669,F,2008,2017,HOLDOVER,35,N,N,N,NA,NA,NA,NA
2669,F,2008,2020,ACTIVE,38,Y,N,NA,NA,NA,NA,NA
51,M,1978,2017,ACTIVE,67,Y,Y,N,17,2,39,19
51,M,1978,2020,ACTIVE,70,Y,N,NA,NA,NA,NA,NA
1079,F,1993,2017,ACTIVE,82,Y,N,N,280,621,294,900
1079,F,1993,2020,ACTIVE,85,N,N,NA,NA,NA,NA,NA
3694,M,1989,2017,ACTIVE,63,Y,N,N,107,52,69,158
3694,M,1989,2020,ACTIVE,66,Y,N,NA,NA,NA,NA,NA
3467,M,1984,2017,ACTIVE,62,Y,N,Y,12,437,1143,448
3467,M,1984,2020,ACTIVE,65,Y,Y,NA,NA,NA,NA,NA
1634,M,1989,2017,ACTIVE,59,N,N,N,56,325,360,381
1634,M,1989,2020,ACTIVE,62,Y,N,NA,NA,NA,NA,NA
2463,F,2013,2017,ACTIVE,44,Y,Y,Y,3991,3125,2326,7109
2463,F,2013,2020,ACTIVE,47,Y,Y,NA,NA,NA,NA,NA
2656,M,1998,2017,ACTIVE,53,Y,N,N,914,0,111,913
2656,M,1998,2020,ACTIVE,56,Y,N,NA,NA,NA,NA,NA
3754,M,2012,2017,ACTIVE,37,N,Y,N,35,391,345,425
3754,M,2012,2020,ACTIVE,40,N,Y,NA,NA,NA,NA,NA
535,M,1972,2017,ACTIVE,86,Y,N,Y,74,136,75,210
535,M,1972,2020,ACTIVE,89,Y,N,NA,NA,NA,NA,NA
1758,M,2000,2017,ACTIVE,43,Y,N,N,377,229,252,513
1758,M,2000,2020,ACTIVE,46,Y,N,NA,NA,NA,NA,NA
2641,M,2018,2017,ACTIVE,80,N,N,Y,98,635,256,732
2641,M,2018,2020,ACTIVE,83,N,N,NA,NA,NA,NA,NA
466,M,1987,2017,ACTIVE,63,N,N,N,110,105,342,214
466,M,1987,2020,ACTIVE,66,N,N,NA,NA,NA,NA,NA
2211,M,2015,2017,ACTIVE,38,Y,N,N,1486,546,163,2028
2211,M,2015,2020,ACTIVE,41,Y,N,NA,NA,NA,NA,NA
866,M,1983,2017,ACTIVE,65,N,N,N,45,911,721,955
866,M,1983,2020,ACTIVE,68,Y,Y,NA,NA,NA,NA,NA
1956,M,1982,2017,ACTIVE,54,N,N,Y,21,344,3867,365
1956,M,1982,2020,HOLDOVER,57,N,N,NA,NA,NA,NA,NA
452,F,1999,2017,ACTIVE,52,Y,Y,N,264,144,1103,408
452,F,1999,2020,ACTIVE,55,N,N,NA,NA,NA,NA,NA
4006,M,1973,2017,ACTIVE,65,N,N,N,45,489,447,533
4006,M,1973,2020,ACTIVE,68,N,N,NA,NA,NA,NA,NA
3613,M,1972,2017,ACTIVE,67,N,Y,N,0,300,347,301
3613,M,1972,2020,ACTIVE,70,N,Y,NA,NA,NA,NA,NA
3537,M,1992,2017,ACTIVE,45,N,N,N,631,332,489,964
3537,M,1992,2020,ACTIVE,48,N,N,NA,NA,NA,NA,NA
3187,M,1997,2017,ACTIVE,26,N,Y,N,36,20,70,56
3187,M,1997,2020,HOLDOVER,29,N,N,NA,NA,NA,NA,NA
3359,F,2016,2017,ACTIVE,53,Y,N,Y,242,161,189,403
3359,F,2016,2020,ACTIVE,56,N,N,NA,NA,NA,NA,NA
2374,M,2010,2017,ACTIVE,56,N,N,Y,117,310,645,425
2374,M,2010,2020,ACTIVE,59,N,N,NA,NA,NA,NA,NA
755,M,2009,2017,ACTIVE,53,N,N,Y,71,1738,420,1810
755,M,2009,2020,ACTIVE,56,N,N,NA,NA,NA,NA,NA
2507,M,1962,2017,ACTIVE,78,N,N,N,72,1349,94,1421
2507,M,1962,2020,ACTIVE,81,N,N,NA,NA,NA,NA,NA
2748,M,2009,2017,ACTIVE,72,N,N,N,368,0,95,368
2748,M,2009,2020,ACTIVE,75,N,N,NA,NA,NA,NA,NA
3835,M,1976,2017,ACTIVE,59,N,N,N,0,0,374,0
3835,M,1976,2020,ACTIVE,62,N,N,NA,NA,NA,NA,NA
4025,F,2006,2017,ACTIVE,28,N,N,N,0,84,904,83
4025,F,2006,2020,ACTIVE,31,N,N,NA,NA,NA,NA,NA
1573,M,1968,2017,HOLDOVER,70,N,N,N,NA,NA,NA,NA
1573,M,1968,2020,ACTIVE,73,N,N,NA,NA,NA,NA,NA
1243,M,1990,2017,ACTIVE,36,Y,Y,N,366,469,225,836
1243,M,1990,2020,ACTIVE,39,Y,N,NA,NA,NA,NA,NA
4178,F,1972,2017,ACTIVE,90,N,N,N,18,247,447,265
4178,F,1972,2020,ACTIVE,93,N,N,NA,NA,NA,NA,NA
229,M,1995,2017,ACTIVE,54,N,N,N,31,121,200,152
229,M,1995,2020,ACTIVE,57,N,N,NA,NA,NA,NA,NA
1372,M,1972,2017,HOLDOVER,75,N,N,N,NA,NA,NA,NA
1372,M,1972,2020,ACTIVE,78,N,N,NA,NA,NA,NA,NA
445,M,1979,2017,ACTIVE,53,Y,Y,N,250,245,27,496
445,M,1979,2020,ACTIVE,56,N,N,NA,NA,NA,NA,NA
3578,M,1986,2017,ACTIVE,38,Y,N,N,0,211,74,211
3578,M,1986,2020,ACTIVE,41,Y,N,NA,NA,NA,NA,NA
1401,M,2019,2017,ACTIVE,45,N,N,N,539,895,26,1434
1401,M,2019,2020,ACTIVE,48,N,N,NA,NA,NA,NA,NA
4023,M,1982,2017,ACTIVE,58,N,Y,Y,176,390,3970,566
4023,M,1982,2020,ACTIVE,61,N,Y,NA,NA,NA,NA,NA
3225,M,1962,2017,ACTIVE,91,N,N,N,0,224,0,225
3225,M,1962,2020,ACTIVE,94,N,N,NA,NA,NA,NA,NA
620,F,1985,2017,ACTIVE,63,N,N,N,489,76,568,566
620,F,1985,2020,ACTIVE,66,Y,N,NA,NA,NA,NA,NA
3158,M,2005,2017,ACTIVE,55,Y,Y,N,91,52,7,143
3158,M,2005,2020,ACTIVE,58,N,N,NA,NA,NA,NA,NA
3294,M,1980,2017,ACTIVE,77,Y,N,N,226,91,250,317
3294,M,1980,2020,ACTIVE,80,Y,N,NA,NA,NA,NA,NA
2291,M,2012,2017,ACTIVE,70,N,N,N,11,137,467,148
2291,M,2012,2020,ACTIVE,73,N,N,NA,NA,NA,NA,NA
1425,M,1999,2017,ACTIVE,65,N,Y,Y,439,407,341,846
1425,M,1999,2020,ACTIVE,68,Y,N,NA,NA,NA,NA,NA
1906,F,1978,2017,ACTIVE,63,N,N,N,34,0,49,33
1906,F,1978,2020,ACTIVE,66,N,N,NA,NA,NA,NA,NA
243,M,1976,2017,ACTIVE,74,Y,Y,N,241,610,728,852
